"","word","sentiment"
"8137","potens","joy"
"8138","potens","positive"
"8139","potens","trust"
"8140","aurugine","disgust"
"8141","aurugine","negative"
"8142","militaris","fear"
"8143","militia","anger"
"8144","militia","fear"
"8145","militia","negative"
"8146","militia","sadness"
"8147","molendinum","anticipation"
"8148","mimum","positive"
"8149","ludicra","negative"
"8150","ludicra","surprise"
"8151","memores","positive"
"8152","recordatio","positive"
"8153","magna","negative"
"8154","minimum","negative"
"8155","ministerium","joy"
"8156","ministerium","positive"
"8157","ministerium","trust"
"8158","minoritas","negative"
"8159","miraculum","anticipation"
"8160","miraculum","joy"
"8161","miraculum","positive"
"8162","miraculum","surprise"
"8163","miraculum","trust"
"8164","mirabilis","joy"
"8165","mirabilis","positive"
"8166","mirabilis","surprise"
"8167","lutum","disgust"
"8168","lutum","negative"
"8169","laetitia","joy"
"8170","laetitia","positive"
"8171","culpae","anger"
"8172","culpae","disgust"
"8173","culpae","negative"
"8174","culpae","surprise"
"8175","abortum","fear"
"8176","abortum","negative"
"8177","abortum","sadness"
"8178","malum","negative"
"8179","perniciosa","negative"
"8180","fallacia","anger"
"8181","fallacia","disgust"
"8182","fallacia","fear"
"8183","fallacia","negative"
"8184","culpa","disgust"
"8185","culpa","negative"
"8186","miseri","anger"
"8187","miseri","disgust"
"8188","miseri","negative"
"8189","miseri","sadness"
"8190","misere","negative"
"8191","misere","sadness"
"8192","miseriae","anger"
"8193","miseriae","disgust"
"8194","miseriae","fear"
"8195","miseriae","negative"
"8196","miseriae","sadness"
"8197","infortunii","fear"
"8198","infortunii","negative"
"8199","infortunii","sadness"
"8200","erroneus","disgust"
"8201","erroneus","negative"
"8202","casum","disgust"
"8203","casum","fear"
"8204","casum","negative"
"8205","casum","sadness"
"8206","casum","surprise"
"8207","interpretatione","negative"
"8208","seductio","anger"
"8209","seductio","fear"
"8210","seductio","negative"
"8211","seductio","trust"
"8212","periculosum","anger"
"8213","periculosum","disgust"
"8214","periculosum","negative"
"8215","male","negative"
"8216","mismatch","negative"
"8217","misnomer","negative"
"8218","adspires perperam","anger"
"8219","adspires perperam","disgust"
"8220","adspires perperam","negative"
"8221","abhorrentes","negative"
"8222","calumniari","negative"
"8223","vanitas","negative"
"8224","vanitas","sadness"
"8225","detorta neu","anger"
"8226","detorta neu","negative"
"8227","missile","fear"
"8228","missing","fear"
"8229","missing","negative"
"8230","missing","sadness"
"8231","missionarius","positive"
"8232","misstatement","anger"
"8233","misstatement","disgust"
"8234","misstatement","negative"
"8235","error","negative"
"8236","error","sadness"
"8237","erratum","fear"
"8238","erratum","negative"
"8239","domina","anger"
"8240","domina","disgust"
"8241","domina","negative"
"8242","diffidentia","disgust"
"8243","diffidentia","fear"
"8244","diffidentia","negative"
"8245","male intelligitur","negative"
"8246","errorem","anger"
"8247","errorem","negative"
"8248","errorem","sadness"
"8249","abusus","negative"
"8250","minutum","disgust"
"8251","minutum","negative"
"8252","gemere","fear"
"8253","gemere","sadness"
"8254","fossatum","trust"
"8255","vulgus","anger"
"8256","vulgus","fear"
"8257","vulgus","negative"
"8258","mobile","anticipation"
"8259","ludibrium","disgust"
"8260","ludibrium","negative"
"8261","ludibrium","anger"
"8262","ludibrium","disgust"
"8263","ludibrium","negative"
"8264","ludibrium","sadness"
"8265","exemplar","positive"
"8266","modicus","positive"
"8267","moderator","positive"
"8268","moderator","trust"
"8269","modestus","positive"
"8270","modestus","trust"
"8271","pudicitiam","positive"
"8272","mutare","surprise"
"8273","molestatio","anger"
"8274","molestatio","disgust"
"8275","molestatio","fear"
"8276","molestatio","negative"
"8277","molestatio","sadness"
"8278","momentum","anticipation"
"8279","momentum","positive"
"8280","pecuniaria","anticipation"
"8281","pecuniaria","positive"
"8282","pecunia","anger"
"8283","pecunia","anticipation"
"8284","pecunia","joy"
"8285","pecunia","positive"
"8286","pecunia","surprise"
"8287","pecunia","trust"
"8288","monachus","positive"
"8289","monachus","trust"
"8290","monochrome","disgust"
"8291","monochrome","negative"
"8292","monogamia","trust"
"8293","monopolist","negative"
"8294","ETESIA","negative"
"8295","ETESIA","sadness"
"8296","monstrum","fear"
"8297","monstrum","negative"
"8298","monstrum","anger"
"8299","monstrum","disgust"
"8300","monstrum","fear"
"8301","monstrum","negative"
"8302","monstrum","surprise"
"8303","monument","positive"
"8304","tristis","anger"
"8305","tristis","negative"
"8306","tristis","sadness"
"8307","retinacula","trust"
"8308","moot","negative"
"8309","moralis","anger"
"8310","moralis","positive"
"8311","moralis","trust"
"8312","mores","positive"
"8313","mores","trust"
"8314","mores","anger"
"8315","mores","anticipation"
"8316","mores","disgust"
"8317","mores","joy"
"8318","mores","positive"
"8319","mores","surprise"
"8320","mores","trust"
"8321","morbidus","negative"
"8322","morbidus","sadness"
"8323","imbecillitas","anger"
"8324","imbecillitas","disgust"
"8325","imbecillitas","fear"
"8326","imbecillitas","negative"
"8327","imbecillitas","sadness"
"8328","morgue","disgust"
"8329","morgue","fear"
"8330","morgue","negative"
"8331","morgue","sadness"
"8332","moribundus","negative"
"8333","moribundus","sadness"
"8334","mane","anticipation"
"8335","moron","negative"
"8336","moronic","negative"
"8337","cras","anticipation"
"8338","buccellam","negative"
"8339","mortalis","negative"
"8340","mortalitatis","anger"
"8341","mortalitatis","fear"
"8342","mortalitatis","negative"
"8343","mortalitatis","sadness"
"8344","cæmento","positive"
"8345","hypotheca","fear"
"8346","hypotheca","trust"
"8347","mortgagor","fear"
"8348","mortificationem","anticipation"
"8349","mortificationem","disgust"
"8350","mortificationem","fear"
"8351","mortificationem","negative"
"8352","mortificationem","sadness"
"8353","mortuarii","fear"
"8354","mortuarii","negative"
"8355","mortuarii","sadness"
"8356","CULEX","anger"
"8357","CULEX","disgust"
"8358","CULEX","negative"
"8359","mater","anticipation"
"8360","mater","joy"
"8361","mater","negative"
"8362","mater","positive"
"8363","mater","sadness"
"8364","mater","trust"
"8365","maternitatis","joy"
"8366","maternitatis","positive"
"8367","maternitatis","trust"
"8368","motus","anticipation"
"8369","motivum","positive"
"8370","mons","anticipation"
"8371","lugere","negative"
"8372","lugere","sadness"
"8373","flebilis","anger"
"8374","flebilis","fear"
"8375","flebilis","negative"
"8376","flebilis","sadness"
"8377","luctus","negative"
"8378","luctus","sadness"
"8379","oris","surprise"
"8380","buccam","disgust"
"8381","mobile","positive"
"8382","movens","positive"
"8383","muck","disgust"
"8384","muck","negative"
"8385","mucosae","disgust"
"8386","mucus","disgust"
"8387","lutum","negative"
"8388","muddle","negative"
"8389","turbare","negative"
"8390","lutulentus","disgust"
"8391","lutulentus","negative"
"8392","muff","anger"
"8393","muff","disgust"
"8394","muff","negative"
"8395","mug","anger"
"8396","mug","fear"
"8397","mug","negative"
"8398","mug","positive"
"8399","mug","sadness"
"8400","mulus","anger"
"8401","mulus","negative"
"8402","mulus","trust"
"8403","mum","fear"
"8404","mum","negative"
"8405","mumble","negative"
"8406","mumps","negative"
"8407","caedes","anger"
"8408","caedes","disgust"
"8409","caedes","fear"
"8410","caedes","negative"
"8411","caedes","sadness"
"8412","caedes","surprise"
"8413","homicida","anger"
"8414","homicida","disgust"
"8415","homicida","fear"
"8416","homicida","negative"
"8417","homicida","sadness"
"8418","parricidalis","anger"
"8419","parricidalis","disgust"
"8420","parricidalis","fear"
"8421","parricidalis","negative"
"8422","parricidalis","sadness"
"8423","parricidalis","surprise"
"8424","atris","disgust"
"8425","atris","negative"
"8426","atris","sadness"
"8427","muscularis","positive"
"8428","music","joy"
"8429","music","positive"
"8430","music","sadness"
"8431","musicale","anger"
"8432","musicale","anticipation"
"8433","musicale","joy"
"8434","musicale","positive"
"8435","musicale","sadness"
"8436","musicale","surprise"
"8437","musicale","trust"
"8438","sclopetum","fear"
"8439","muss","negative"
"8440","putridum","disgust"
"8441","putridum","negative"
"8442","mutabilis","anticipation"
"8443","mutabilis","positive"
"8444","mutant","negative"
"8445","mutilatus","disgust"
"8446","mutilatus","negative"
"8447","mutilatio","anger"
"8448","mutilatio","disgust"
"8449","mutilatio","fear"
"8450","mutilatio","negative"
"8451","mutilatio","sadness"
"8452","seditionem","anger"
"8453","seditionem","disgust"
"8454","seditionem","fear"
"8455","seditionem","negative"
"8456","seditionem","surprise"
"8457","mussitare","anger"
"8458","mussitare","negative"
"8459","mutua","positive"
"8460","rostrum","fear"
"8461","rostrum","negative"
"8462","myopia","anger"
"8463","myopia","negative"
"8464","myopia","sadness"
"8465","arcanum","anticipation"
"8466","arcanum","fear"
"8467","arcanum","surprise"
"8468","mysterium","anticipation"
"8469","mysterium","surprise"
"8470","mystica","surprise"
"8471","nab","negative"
"8472","nab","surprise"
"8473","nadir","negative"
"8474","caballum","anger"
"8475","caballum","negative"
"8476","rustica","negative"
"8477","innominatam","disgust"
"8478","innominatam","negative"
"8479","conquiescamus","joy"
"8480","conquiescamus","positive"
"8481","mappa","sadness"
"8482","nappy","disgust"
"8483","nappy","negative"
"8484","SOMNIFICUS","negative"
"8485","nascentes","anticipation"
"8486","malus","anger"
"8487","malus","disgust"
"8488","malus","fear"
"8489","malus","negative"
"8490","malus","sadness"
"8491","gens","trust"
"8492","naturalis","positive"
"8493","injuriosum retines","negative"
"8494","nauseam","disgust"
"8495","nauseam","negative"
"8496","tetri","disgust"
"8497","tetri","negative"
"8498","tetri","sadness"
"8499","navigabilis","anticipation"
"8500","navigabilis","positive"
"8501","navigator","anticipation"
"8502","navigator","trust"
"8503","imo","negative"
"8504","aptissime","positive"
"8505","necessitas","sadness"
"8506","nectar","positive"
"8507","opus","negative"
"8508","acus","positive"
"8509","egenus","negative"
"8510","nefarium","disgust"
"8511","nefarium","fear"
"8512","nefarium","negative"
"8513","nefarium","sadness"
"8514","nefarium","surprise"
"8515","negatio","anger"
"8516","negatio","negative"
"8517","negans","negative"
"8518","negans","sadness"
"8519","neglectum","negative"
"8520","neglectus","anger"
"8521","neglectus","disgust"
"8522","neglectus","negative"
"8523","neglectus","sadness"
"8524","neglectus","negative"
"8525","negligentia","negative"
"8526","negligens","negative"
"8527","negligenter","negative"
"8528","pacisci","positive"
"8529","pacisci","trust"
"8530","negotiator","positive"
"8531","negro","negative"
"8532","negro","sadness"
"8533","vicinus","anticipation"
"8534","vicinus","positive"
"8535","vicinus","trust"
"8536","vicinia","anticipation"
"8537","nepotism","anger"
"8538","nepotism","disgust"
"8539","nepotism","negative"
"8540","nepotism","sadness"
"8541","nervi","positive"
"8542","nervous","anticipation"
"8543","nervous","fear"
"8544","nervous","negative"
"8545","timiditas","fear"
"8546","nidum","trust"
"8547","nestle","positive"
"8548","nestle","trust"
"8549","nether","anger"
"8550","nether","fear"
"8551","nether","negative"
"8552","nether","sadness"
"8553","urtica","anger"
"8554","urtica","disgust"
"8555","urtica","negative"
"8556","network","anticipation"
"8557","neuralgia","fear"
"8558","neuralgia","negative"
"8559","neuralgia","sadness"
"8560","neurosis","fear"
"8561","neurosis","negative"
"8562","neurosis","sadness"
"8563","neurotic","disgust"
"8564","neurotic","fear"
"8565","neurotic","negative"
"8566","neutrum","anticipation"
"8567","neutrum","trust"
"8568","neutralitatis","trust"
"8569","advena","fear"
"8570","advena","surprise"
"8571","consectetuer","disgust"
"8572","consectetuer","negative"
"8573","somnum exterreri","fear"
"8574","somnum exterreri","negative"
"8575","nihilism","negative"
"8576","nobilitas","anticipation"
"8577","nobilitas","positive"
"8578","nobilitas","trust"
"8579","nobilis","positive"
"8580","nobilis","trust"
"8581","nobilis","positive"
"8582","nobilis","trust"
"8583","sonitus","negative"
"8584","aes","anger"
"8585","aes","negative"
"8586","nominatio","positive"
"8587","noncompliance","anger"
"8588","noncompliance","anticipation"
"8589","noncompliance","fear"
"8590","noncompliance","negative"
"8591","noncompliance","sadness"
"8592","ineptias","negative"
"8593","absurdum","negative"
"8594","absurdum","sadness"
"8595","Laqueus","negative"
"8596","Laqueus","sadness"
"8597","normalitatis","positive"
"8598","nasus","disgust"
"8599","notabilis","joy"
"8600","notabilis","positive"
"8601","notabilis","trust"
"8602","insignes","positive"
"8603","notarius","trust"
"8604","attendendum","positive"
"8605","nihil","negative"
"8606","nihil","sadness"
"8607","notitia","anticipation"
"8608","notio","positive"
"8609","fama","anger"
"8610","fama","disgust"
"8611","fama","fear"
"8612","fama","negative"
"8613","fama","positive"
"8614","alimentum","positive"
"8615","noxium","disgust"
"8616","noxium","fear"
"8617","noxium","negative"
"8618","nocumentum","anger"
"8619","nocumentum","negative"
"8620","nul","negative"
"8621","irritum facere","negative"
"8622","irritum facere","surprise"
"8623","sine sensu","negative"
"8624","numeri","positive"
"8625","torpor","negative"
"8626","torpor","sadness"
"8627","nun","negative"
"8628","nun","trust"
"8629","nutrix","positive"
"8630","nutrix","trust"
"8631","seminarium","joy"
"8632","seminarium","positive"
"8633","seminarium","trust"
"8634","nutrire","anger"
"8635","nutrire","anticipation"
"8636","nutrire","disgust"
"8637","nutrire","fear"
"8638","nutrire","joy"
"8639","nutrire","positive"
"8640","nutrire","trust"
"8641","alunt","positive"
"8642","alunt","sadness"
"8643","oaf *","negative"
"8644","quercus","positive"
"8645","oasis","anticipation"
"8646","oasis","joy"
"8647","oasis","positive"
"8648","oasis","trust"
"8649","juramentum","positive"
"8650","juramentum","trust"
"8651","obedientia","positive"
"8652","obedientia","trust"
"8653","obesus","disgust"
"8654","obesus","negative"
"8655","dolore magna","disgust"
"8656","dolore magna","negative"
"8657","dolore magna","sadness"
"8658","obedire","fear"
"8659","obedire","trust"
"8660","obi","disgust"
"8661","obi","fear"
"8662","obi","negative"
"8663","obit","negative"
"8664","obit","sadness"
"8665","obit","surprise"
"8666","obituary","negative"
"8667","obituary","sadness"
"8668","obiectio","anger"
"8669","obiectio","negative"
"8670","inconveniens","negative"
"8671","objectum","anticipation"
"8672","objectum","positive"
"8673","objectum","trust"
"8674","obligo","negative"
"8675","obligo","trust"
"8676","officiosus","anger"
"8677","officiosus","anticipation"
"8678","officiosus","disgust"
"8679","officiosus","fear"
"8680","officiosus","joy"
"8681","officiosus","positive"
"8682","officiosus","surprise"
"8683","officiosus","trust"
"8684","obligor","fear"
"8685","obligor","negative"
"8686","delere","anger"
"8687","delere","fear"
"8688","delere","negative"
"8689","delere","sadness"
"8690","exstinguitur","anger"
"8691","exstinguitur","fear"
"8692","exstinguitur","negative"
"8693","obliteratio","fear"
"8694","obliteratio","negative"
"8695","obliteratio","sadness"
"8696","oblivio","anger"
"8697","oblivio","fear"
"8698","oblivio","negative"
"8699","obnoxium","anger"
"8700","obnoxium","disgust"
"8701","obnoxium","negative"
"8702","obnoxium","sadness"
"8703","obscenus","disgust"
"8704","obscenus","negative"
"8705","turpitudo","anger"
"8706","turpitudo","disgust"
"8707","turpitudo","negative"
"8708","obscuritas","negative"
"8709","observant","positive"
"8710","impedimentum","anger"
"8711","impedimentum","fear"
"8712","impedimentum","negative"
"8713","impedimentum","sadness"
"8714","obstetrician","trust"
"8715","obstinatus","negative"
"8716","impediunt","anger"
"8717","impediunt","fear"
"8718","impediunt","negative"
"8719","impedimentum","negative"
"8720","impedimentum","anger"
"8721","impedimentum","negative"
"8722","habentur","joy"
"8723","habentur","positive"
"8724","obtusis","negative"
"8725","patet","positive"
"8726","patet","trust"
"8727","occasionaliter","surprise"
"8728","occultus","disgust"
"8729","occultus","fear"
"8730","occultus","negative"
"8731","occupantis","positive"
"8732","occupantis","trust"
"8733","opus","positive"
"8734","occupare","positive"
"8735","polypus","disgust"
"8736","oddity","disgust"
"8737","oddity","negative"
"8738","oddity","sadness"
"8739","oddity","surprise"
"8740","odiosa","anger"
"8741","odiosa","disgust"
"8742","odiosa","fear"
"8743","odiosa","negative"
"8744","odor","negative"
"8745","offendere","anger"
"8746","offendere","disgust"
"8747","offendere","negative"
"8748","offendi","anger"
"8749","offendi","negative"
"8750","offendi","sadness"
"8751","delinquens","anger"
"8752","delinquens","disgust"
"8753","delinquens","fear"
"8754","delinquens","negative"
"8755","delinquens","sadness"
"8756","delictum","anger"
"8757","delictum","disgust"
"8758","delictum","fear"
"8759","delictum","negative"
"8760","delictum","sadness"
"8761","ingrata","anger"
"8762","ingrata","disgust"
"8763","ingrata","negative"
"8764","offer","positive"
"8765","oblatio","trust"
"8766","offhand","negative"
"8767","praefectus","positive"
"8768","praefectus","trust"
"8769","officialis","trust"
"8770","offing","negative"
"8771","offset","anticipation"
"8772","offset","positive"
"8773","propaginem","positive"
"8774","orcus","disgust"
"8775","orcus","fear"
"8776","orcus","negative"
"8777","olfactorius","anticipation"
"8778","olfactorius","negative"
"8779","oligarchia","negative"
"8780","omen","anticipation"
"8781","omen","fear"
"8782","omen","negative"
"8783","mali ominis","anticipation"
"8784","mali ominis","fear"
"8785","mali ominis","negative"
"8786","omitt","negative"
"8787","omnipotentia","fear"
"8788","omnipotentia","negative"
"8789","omnipotentia","positive"
"8790","omniscius","positive"
"8791","omniscius","trust"
"8792","laboriosa","anger"
"8793","laboriosa","negative"
"8794","laboriosa","sadness"
"8795","ongoing","anticipation"
"8796","concursus","anticipation"
"8797","onus","negative"
"8798","uligo","disgust"
"8799","uligo","negative"
"8800","opacum","negative"
"8801","apertus","positive"
"8802","opera","anger"
"8803","opera","anticipation"
"8804","opera","fear"
"8805","opera","joy"
"8806","opera","positive"
"8807","opera","sadness"
"8808","opera","surprise"
"8809","opera","trust"
"8810","operatic","negative"
"8811","operatio","fear"
"8812","operatio","trust"
"8813","opiate","negative"
"8814","opinionated","anger"
"8815","opinionated","negative"
"8816","opium","anger"
"8817","opium","disgust"
"8818","opium","fear"
"8819","opium","negative"
"8820","opium","sadness"
"8821","adversarius","anger"
"8822","adversarius","anticipation"
"8823","adversarius","disgust"
"8824","adversarius","fear"
"8825","adversarius","negative"
"8826","opportunum","joy"
"8827","opportunum","positive"
"8828","occasio","anticipation"
"8829","occasio","positive"
"8830","contradico","negative"
"8831","opponitur","anger"
"8832","opponitur","fear"
"8833","opponitur","negative"
"8834","contra","anger"
"8835","contra","negative"
"8836","opprimunt","anger"
"8837","opprimunt","disgust"
"8838","opprimunt","fear"
"8839","opprimunt","negative"
"8840","opprimunt","sadness"
"8841","calumnia","anger"
"8842","calumnia","disgust"
"8843","calumnia","fear"
"8844","calumnia","negative"
"8845","calumnia","sadness"
"8846","gravis","anger"
"8847","gravis","disgust"
"8848","gravis","fear"
"8849","gravis","negative"
"8850","gravis","sadness"
"8851","calumniator","anger"
"8852","calumniator","fear"
"8853","calumniator","negative"
"8854","calumniator","sadness"
"8855","spe","anticipation"
"8856","spe","joy"
"8857","spe","positive"
"8858","spe","surprise"
"8859","spe","trust"
"8860","optimist","positive"
"8861","optimist","trust"
"8862","optio","positive"
"8863","ad libitum","positive"
"8864","oraculum","anticipation"
"8865","oraculum","positive"
"8866","oraculum","trust"
"8867","oration","positive"
"8868","orc *","anger"
"8869","orc *","disgust"
"8870","orc *","fear"
"8871","orc *","negative"
"8872","orchestra","anger"
"8873","orchestra","joy"
"8874","orchestra","positive"
"8875","orchestra","sadness"
"8876","orchestra","trust"
"8877","ordinavit","positive"
"8878","ordinavit","trust"
"8879","experimentum","anger"
"8880","experimentum","negative"
"8881","experimentum","surprise"
"8882","ornatum","positive"
"8883","jus","trust"
"8884","ordinationis","anticipation"
"8885","ordinationis","joy"
"8886","ordinationis","positive"
"8887","ordinationis","trust"
"8888","tormentorum bellicorum","fear"
"8889","tormentorum bellicorum","negative"
"8890","organum","anticipation"
"8891","organum","joy"
"8892","organicum","positive"
"8893","organization","anticipation"
"8894","organization","joy"
"8895","organization","positive"
"8896","organization","surprise"
"8897","organization","trust"
"8898","organize","positive"
"8899","constituto","positive"
"8900","gaudens","anticipation"
"8901","gaudens","joy"
"8902","gaudens","positive"
"8903","pristinum","positive"
"8904","pristinum","surprise"
"8905","ornata","positive"
"8906","ornate","positive"
"8907","pupillus","fear"
"8908","pupillus","negative"
"8909","pupillus","sadness"
"8910","orthodoxy","trust"
"8911","per speciem","negative"
"8912","pellant","anger"
"8913","pellant","negative"
"8914","pellant","sadness"
"8915","comploratio","anger"
"8916","comploratio","fear"
"8917","comploratio","joy"
"8918","comploratio","negative"
"8919","comploratio","positive"
"8920","comploratio","sadness"
"8921","comploratio","surprise"
"8922","abiectio","disgust"
"8923","abiectio","fear"
"8924","abiectio","negative"
"8925","abiectio","sadness"
"8926","exitus","positive"
"8927","clamor","anger"
"8928","clamor","fear"
"8929","clamor","negative"
"8930","clamor","surprise"
"8931","superare","anticipation"
"8932","superare","positive"
"8933","outhouse","disgust"
"8934","outhouse","negative"
"8935","peregrina","negative"
"8936","utlagatus","negative"
"8937","stationem","fear"
"8938","iniuria","anger"
"8939","iniuria","disgust"
"8940","iniuria","negative"
"8941","indignum","surprise"
"8942","externus","fear"
"8943","egregius","joy"
"8944","egregius","negative"
"8945","egregius","positive"
"8946","exterior","positive"
"8947","ovans","negative"
"8948","ovans","sadness"
"8949","indomitus","anger"
"8950","indomitus","negative"
"8951","onero","negative"
"8952","overcast","negative"
"8953","superabundare","negative"
"8954","dose","negative"
"8955","decuit","anticipation"
"8956","decuit","negative"
"8957","decuit","sadness"
"8958","decuit","surprise"
"8959","parvipendent","surprise"
"8960","plus aequo extulimus","negative"
"8961","redundantiam","negative"
"8962","obsitus","negative"
"8963","laetus","joy"
"8964","laetus","positive"
"8965","cultro","negative"
"8966","cultro","sadness"
"8967","overpaid","negative"
"8968","overpower","negative"
"8969","praevalens","anger"
"8970","praevalens","fear"
"8971","praevalens","negative"
"8972","overpriced","anger"
"8973","overpriced","disgust"
"8974","overpriced","negative"
"8975","overpriced","sadness"
"8976","inspectionem","negative"
"8977","aperta","fear"
"8978","eversio","anticipation"
"8979","eversio","fear"
"8980","eversio","negative"
"8981","overture","anticipation"
"8982","evertere","negative"
"8983","opprimo","negative"
"8984","oppressus","negative"
"8985","oppressus","sadness"
"8986","opprimo","positive"
"8987","debebatur","anger"
"8988","debebatur","anticipation"
"8989","debebatur","disgust"
"8990","debebatur","fear"
"8991","debebatur","negative"
"8992","debebatur","sadness"
"8993","debebatur","trust"
"8994","dominium","positive"
"8995","oxidatio","negative"
"8996","pacificus","positive"
"8997","foedus","trust"
"8998","codex","positive"
"8999","Nullam","positive"
"9000","paxillum","anticipation"
"9001","paxillum","positive"
"9002","dolor","fear"
"9003","dolor","negative"
"9004","dolor","sadness"
"9005","doluit","fear"
"9006","doluit","negative"
"9007","doluit","sadness"
"9008","dolore","anger"
"9009","dolore","disgust"
"9010","dolore","fear"
"9011","dolore","negative"
"9012","dolore","sadness"
"9013","laboriose","negative"
"9014","laboriose","sadness"
"9015","doloribus","negative"
"9016","suavia","positive"
"9017","palliative","positive"
"9018","manifestus","surprise"
"9019","paralyticus","disgust"
"9020","paralyticus","fear"
"9021","paralyticus","negative"
"9022","paralyticus","sadness"
"9023","panacea","positive"
"9024","panache","positive"
"9025","pandemus","fear"
"9026","pandemus","negative"
"9027","pandemus","sadness"
"9028","dolor","negative"
"9029","dolor","surprise"
"9030","terror","fear"
"9031","terror","negative"
"9032","panier","positive"
"9033","paprika","positive"
"9034","parachute","fear"
"9035","pompa","anticipation"
"9036","pompa","fear"
"9037","pompa","joy"
"9038","pompa","negative"
"9039","pompa","positive"
"9040","pompa","surprise"
"9041","paragon","anticipation"
"9042","paragon","joy"
"9043","paragon","positive"
"9044","paragon","trust"
"9045","paralysis","anger"
"9046","paralysis","anticipation"
"9047","paralysis","fear"
"9048","paralysis","negative"
"9049","paralysis","sadness"
"9050","precipuus","positive"
"9051","paranoia","fear"
"9052","paranoia","negative"
"9053","paraphrasis","negative"
"9054","paraphrasis","positive"
"9055","parasitus","disgust"
"9056","parasitus","fear"
"9057","parasitus","negative"
"9058","veniae","positive"
"9059","pare","anger"
"9060","pare","anticipation"
"9061","pare","fear"
"9062","pare","negative"
"9063","pare","sadness"
"9064","parentes","positive"
"9065","parietale","positive"
"9066","parietale","trust"
"9067","parochialis","trust"
"9068","parlamentum","trust"
"9069","fidem","anticipation"
"9070","psittacus","disgust"
"9071","psittacus","negative"
"9072","parcus","negative"
"9073","participare","positive"
"9074","participare","trust"
"9075","participationem","positive"
"9076","divortium","sadness"
"9077","partium","negative"
"9078","socium","positive"
"9079","societate","positive"
"9080","societate","trust"
"9081","pass","negative"
"9082","viatoribus","anticipation"
"9083","passion","anticipation"
"9084","passion","joy"
"9085","passion","positive"
"9086","passion","trust"
"9087","flagranti","anticipation"
"9088","flagranti","joy"
"9089","flagranti","positive"
"9090","flagranti","trust"
"9091","passivum","negative"
"9092","passio","negative"
"9093","lusum","positive"
"9094","pastor","joy"
"9095","pastor","positive"
"9096","pastor","trust"
"9097","scilis","joy"
"9098","scilis","positive"
"9099","pascuum","positive"
"9100","panni rudis","negative"
"9101","patentibus","positive"
"9102","miserabilis","disgust"
"9103","miserabilis","negative"
"9104","miserabilis","sadness"
"9105","patientia","anticipation"
"9106","patientia","positive"
"9107","patientia","trust"
"9108","patiente","anticipation"
"9109","patiente","positive"
"9110","patriarchalis","positive"
"9111","patriarchalis","trust"
"9112","circuitus","trust"
"9113","patronus","positive"
"9114","patronus","trust"
"9115","patrocinium","positive"
"9116","patrocinium","trust"
"9117","patronizing","negative"
"9118","patter","anger"
"9119","patter","negative"
"9120","paucitas","anger"
"9121","paucitas","disgust"
"9122","paucitas","negative"
"9123","paucitas","sadness"
"9124","pauper","negative"
"9125","pauper","sadness"
"9126","pavimentum","trust"
"9127","pignus","negative"
"9128","pignus","trust"
"9129","stipendium","anticipation"
"9130","stipendium","joy"
"9131","stipendium","positive"
"9132","stipendium","trust"
"9133","payback","anger"
"9134","payback","negative"
"9135","solucionis","negative"
"9136","pax","anticipation"
"9137","pax","joy"
"9138","pax","positive"
"9139","pax","trust"
"9140","pacificus","positive"
"9141","pacificus","anticipation"
"9142","pacificus","joy"
"9143","pacificus","positive"
"9144","pacificus","surprise"
"9145","pacificus","trust"
"9146","pavo","positive"
"9147","peck","positive"
"9148","proprietates","negative"
"9149","proprietas","positive"
"9150","pedestri","negative"
"9151","genus","positive"
"9152","genus","trust"
"9153","egregius","positive"
"9154","poenalis","fear"
"9155","poenalis","negative"
"9156","poenalis","sadness"
"9157","poena","anger"
"9158","poena","fear"
"9159","poena","negative"
"9160","poena","sadness"
"9161","poenitentiam","fear"
"9162","poenitentiam","sadness"
"9163","ridere","positive"
"9164","penetratio","anger"
"9165","penetratio","fear"
"9166","penetratio","negative"
"9167","poenitentiarius","anger"
"9168","poenitentiarius","negative"
"9169","tristitia","sadness"
"9170","percipere","positive"
"9171","percipere","trust"
"9172","perceptibilis","positive"
"9173","fortasse","surprise"
"9174","perditio","anger"
"9175","perditio","disgust"
"9176","perditio","fear"
"9177","perditio","negative"
"9178","perditio","sadness"
"9179","perennis","positive"
"9180","perennis","trust"
"9181","perfectus","anticipation"
"9182","perfectus","joy"
"9183","perfectus","positive"
"9184","perfectus","trust"
"9185","perfectum","anticipation"
"9186","perfectum","joy"
"9187","perfectum","positive"
"9188","perfectum","surprise"
"9189","perfectum","trust"
"9190","praticus","positive"
"9191","peri","surprise"
"9192","periculum","anticipation"
"9193","periculum","fear"
"9194","periculum","negative"
"9195","periculum","sadness"
"9196","periculosum","anticipation"
"9197","periculosum","fear"
"9198","periculosum","negative"
"9199","periculosum","sadness"
"9200","periodicity","trust"
"9201","pereat","fear"
"9202","pereat","negative"
"9203","pereat","sadness"
"9204","caducus","negative"
"9205","periit","negative"
"9206","periit","sadness"
"9207","pereundo","fear"
"9208","pereundo","negative"
"9209","pereundo","sadness"
"9210","periurium","fear"
"9211","periurium","negative"
"9212","periurium","surprise"
"9213","gestire","positive"
"9214","permission","positive"
"9215","perniciosus","anger"
"9216","perniciosus","fear"
"9217","perniciosus","negative"
"9218","perniciosus","sadness"
"9219","auctor","anger"
"9220","auctor","disgust"
